  Human Mortality Database
  USA central death rates (synthetic mock data for CI testing)
      Year       Age            Female              Male             Total
      1990        96      0.2039177703      0.2677967637      0.2428158526
      1990        97      0.2190973204      0.2885672475      0.2666469246
      1990        98      0.2364076977      0.3257101692      0.2885089167
      1990        99      0.2702211644      0.3727446701      0.3049904660
      1990       100      0.2793657688      0.4035248844      0.3577991060
      1990       101      0.3237973511      0.4214640717      0.3879504376
      1990       102      0.3478848493      0.4835745902      0.3948360201
      1990       103      0.3988842059      0.5205138759      0.4599666381
      1990       104      0.4442525601      0.5479783097      0.5221500553
      1990       105      0.4469464973      0.6588682025      0.5536199010
      1990       106      0.5206675402      0.6823871719      0.5783358122
      1990       107      0.5674721846      0.7409716187      0.6582178700
      1990       108      0.6392715913      0.8000000000      0.7470092621
      1990       109      0.6831463064      0.8000000000      0.7663740605
      1990      110+      0.7874927434      0.8000000000      0.8000000000
      1991         0      0.0068322311      0.0088186799      0.0078614188
      1991         1      0.0002814883      0.0003830310      0.0003300807
      1991         2      0.0002802242      0.0003939144      0.0003333149
      1991         3      0.0002955717      0.0003843107      0.0003371894
      1991         4      0.0002953548      0.0003905954      0.0003463342
      1991         5      0.0002846612      0.0003870706      0.0003594505
      1991         6      0.0002916426      0.0004078219      0.0003419765
      1991         7      0.0002948771      0.0004282450      0.0003600168
      1991         8      0.0003158491      0.0004020721      0.0003385755
      1991         9      0.0003163984      0.0004394517      0.0003920701
      1991        10      0.0003387492      0.0004612194      0.0003856590
      1991        11      0.0003547542      0.0004788152      0.0004166426
      1991        12      0.0003729934      0.0005136678      0.0004645773
      1991        13      0.0004174239      0.0005870861      0.0004857253
      1991        14      0.0004845015      0.0006669246      0.0005973044
      1991        15      0.0005794083      0.0007975434      0.0006875963
      1991        16      0.0006965902      0.0009119012      0.0007445501
      1991        17      0.0007629365      0.0011009969      0.0009834368
      1991        18      0.0009447419      0.0011651503      0.0010301828
      1991        19      0.0009779214      0.0013111687      0.0011905061
      1991        20      0.0011047523      0.0014280701      0.0012550769
      1991        21      0.0010579916      0.0014783451      0.0012400285
      1991        22      0.0011432694      0.0014304557      0.0012804252
      1991        23      0.0010828184      0.0014525709      0.0011883604
      1991        24      0.0010282789      0.0013155484      0.0011449735
      1991        25      0.0009168496      0.0012697774      0.0011112569
      1991        26      0.0008300848      0.0010766984      0.0010006081
      1991        27      0.0007951406      0.0010748733      0.0008918764
      1991        28      0.0007528982      0.0009934599      0.0008462727
      1991        29      0.0007381311      0.0009979044      0.0008209059
      1991        30      0.0007421417      0.0010554756      0.0008627952
      1991        31      0.0007424610      0.0010488961      0.0008993341
      1991        32      0.0007680604      0.0010140335      0.0008907607
      1991        33      0.0007982301      0.0011197815      0.0009961266
      1991        34      0.0008859562      0.0011377354      0.0009949634
      1991        35      0.0009497139      0.0011280494      0.0011002008
      1991        36      0.0010352862      0.0013604824      0.0012203894
      1991        37      0.0010568273      0.0013870765      0.0012404032
      1991        38      0.0010587057      0.0015797612      0.0013557520
      1991        39      0.0012984671      0.0015008199      0.0014661809
      1991        40      0.0013568371      0.0017859531      0.0015960478
      1991        41      0.0013741483      0.0019904333      0.0016586839
      1991        42      0.0014502558      0.0020321373      0.0017896861
      1991        43      0.0016674579      0.0022271902      0.0019943102
      1991        44      0.0017334126      0.0025744010      0.0021810427
      1991        45      0.0019050468      0.0025496976      0.0023288756
      1991        46      0.0021204593      0.0027256972      0.0024918115
      1991        47      0.0023998163      0.0031652418      0.0027451435
      1991        48      0.0025548753      0.0035318868      0.0030115315
      1991        49      0.0027422331      0.0037769271      0.0032199603
      1991        50      0.0029444205      0.0041496593      0.0036291564
      1991        51      0.0032176343      0.0043441353      0.0037802903
      1991        52      0.0036492501      0.0047619948      0.0040886444
      1991        53      0.0037585417      0.0050814980      0.0043440327
      1991        54      0.0041505510      0.0057037151      0.0050703328
      1991        55      0.0045351234      0.0062320965      0.0057370214
      1991        56      0.0051776471      0.0068513246      0.0059584972
      1991        57      0.0052058016      0.0075537915      0.0062349250
      1991        58      0.0059105990      0.0085193776      0.0070125044
      1991        59      0.0070308658      0.0090637059      0.0070893250
      1991        60      0.0069497732      0.0094353551      0.0082242879
      1991        61      0.0076919863      0.0112524770      0.0095096694
      1991        62      0.0080327725      0.0111681870      0.0102452772
      1991        63      0.0092705950      0.0128700883      0.0107419190
      1991        64      0.0099856929      0.0142677618      0.0128248256
      1991        65      0.0112773220      0.0146905962      0.0134557653
      1991        66      0.0117652333      0.0153935665      0.0143661802
      1991        67      0.0136122146      0.0180053052      0.0159371201
      1991        68      0.0149045199      0.0189386276      0.0174519394
      1991        69      0.0163413249      0.0228015669      0.0193659592
      1991        70      0.0181549293      0.0254561299      0.0205169683
      1991        71      0.0196908188      0.0266376285      0.0228805908
      1991        72      0.0217481553      0.0286777906      0.0256788812
      1991        73      0.0242668007      0.0307990492      0.0288904158
      1991        74      0.0275136424      0.0361992990      0.0302366124
      1991        75      0.0274681981      0.0400468663      0.0337209446
      1991        76      0.0317144502      0.0396652279      0.0358793831
      1991        77      0.0331675708      0.0450227378      0.0410375275
      1991        78      0.0366008476      0.0512964596      0.0459751732
      1991        79      0.0412905848      0.0539107585      0.0484515385
      1991        80      0.0463081444      0.0610369017      0.0507934341
      1991        81      0.0506469159      0.0641149515      0.0548539015
      1991        82      0.0547260691      0.0727690932      0.0614811871
      1991        83      0.0588902929      0.0794029709      0.0724702283
      1991        84      0.0617524169      0.0864885575      0.0749511055
      1991        85      0.0722853824      0.0954076512      0.0850810219
      1991        86      0.0788595538      0.1071205225      0.0916552385
      1991        87      0.0907421538      0.1129974471      0.1026306881
      1991        88      0.0968603177      0.1293278040      0.1086394400
      1991        89      0.0983932617      0.1377600283      0.1151834733
      1991        90      0.1050651032      0.1505986485      0.1334117184
      1991        91      0.1248136361      0.1588020992      0.1419415625
      1991        92      0.1378901541      0.1878378794      0.1662016671
      1991        93      0.1484272930      0.1961564937      0.1745215576
      1991        94      0.1683229057      0.2282247738      0.2034829148
      1991        95      0.1780488173      0.2347411081      0.2104961379
      1991        96      0.1965475039      0.2589647396      0.2355924278
      1991        97      0.2313985560      0.3034104895      0.2496005981
      1991        98      0.2400691536      0.3239954761      0.2884786632
      1991        99      0.2748543157      0.3718513048      0.3101263753
      1991       100      0.2789795805      0.3863230463      0.3471259672
      1991       101      0.3150826474      0.4452895801      0.3715969810
      1991       102      0.3538766318      0.4617460935      0.4119948509
      1991       103      0.3770955915      0.5113530540      0.4550147062
      1991       104      0.4254559851      0.5680967114      0.4682483150
      1991       105      0.4427081942      0.6379929964      0.5557218756
      1991       106      0.5059880400      0.6929451363      0.5929471714
      1991       107      0.5526769029      0.7621804852      0.6328022368
      1991       108      0.6066618972      0.8000000000      0.6589430324
      1991       109      0.6513760178      0.8000000000      0.7821614727
      1991      110+      0.7480063315      0.8000000000      0.8000000000
      1992         0      0.0064480638      0.0093331327      0.0075336140
      1992         1      0.0002716501      0.0003586288      0.0003270961
      1992         2      0.0002748584      0.0003810728      0.0003260747
      1992         3      0.0002692893      0.0003786417      0.0003280154
      1992         4      0.0002934016      0.0003785418      0.0003330549
      1992         5      0.0002899522      0.0003859084      0.0003382749
      1992         6      0.0002921238      0.0004105486      0.0003464217
      1992         7      0.0002960375      0.0004107758      0.0003254334
      1992         8      0.0002956214      0.0004008603      0.0003521440
      1992         9      0.0003038797      0.0004261836      0.0003762529
      1992        10      0.0003256483      0.0004576691      0.0003764753
      1992        11      0.0003375804      0.0004820837      0.0004143296
      1992        12      0.0003757582      0.0005036198      0.0004601150
      1992        13      0.0004303909      0.0005698019      0.0005001784
      1992        14      0.0005040537      0.0006715599      0.0005846512
      1992        15      0.0005457897      0.0007967540      0.0006580879
      1992        16      0.0006783573      0.0008583056      0.0007838988
      1992        17      0.0007816703      0.0010208318      0.0009164270
      1992        18      0.0008746966      0.0011844488      0.0010782864
      1992        19      0.0009582409      0.0013686454      0.0012100383
      1992        20      0.0010286272      0.0013976763      0.0012647366
      1992        21      0.0010990307      0.0015114496      0.0012287931
      1992        22      0.0011349236      0.0014999156      0.0012444291
      1992        23      0.0010771450      0.0014352432      0.0012321468
      1992        24      0.0009629478      0.0013225234      0.0011879485
      1992        25      0.0008830913      0.0012345659      0.0010529894
      1992        26      0.0008415846      0.0011644933      0.0009421957
      1992        27      0.0007935710      0.0010526811      0.0009055573
      1992        28      0.0007189206      0.0010227648      0.0008486722
      1992        29      0.0007318403      0.0009686366      0.0008582388
      1992        30      0.0007006739      0.0009502952      0.0008076508
      1992        31      0.0006982722      0.0010202628      0.0008614860
      1992        32      0.0007926090      0.0010211492      0.0009186723
      1992        33      0.0008168693      0.0011394832      0.0009395206
      1992        34      0.0008685324      0.0012076619      0.0009865652
      1992        35      0.0008745194      0.0012513809      0.0010848699
      1992        36      0.0009748995      0.0013364112      0.0011136989
      1992        37      0.0010354048      0.0014454573      0.0012126669
      1992        38      0.0011187249      0.0015754289      0.0012839105
      1992        39      0.0012705884      0.0016101164      0.0013845253
      1992        40      0.0013381271      0.0018580783      0.0014426383
      1992        41      0.0014109189      0.0018443269      0.0015359339
      1992        42      0.0015983812      0.0020757338      0.0017564146
      1992        43      0.0017371491      0.0022304336      0.0020265477
      1992        44      0.0018053349      0.0024443816      0.0021249358
      1992        45      0.0018694063      0.0025334726      0.0021975234
      1992        46      0.0021473529      0.0029078949      0.0024079365
      1992        47      0.0023837278      0.0031809584      0.0027705789
      1992        48      0.0025405709      0.0033600426      0.0026603195
      1992        49      0.0027049756      0.0037161040      0.0031959687
      1992        50      0.0031402407      0.0039516207      0.0032645859
      1992        51      0.0031500036      0.0042676609      0.0036413623
      1992        52      0.0034535951      0.0046226913      0.0041205659
      1992        53      0.0037601315      0.0051668676      0.0042476551
      1992        54      0.0042090260      0.0052326371      0.0048686754
      1992        55      0.0045252972      0.0059664225      0.0056397423
      1992        56      0.0049531131      0.0066428453      0.0060467318
      1992        57      0.0054763483      0.0072762079      0.0059973837
      1992        58      0.0057354779      0.0084382338      0.0071649861
      1992        59      0.0066642752      0.0084890657      0.0077581390
      1992        60      0.0069742264      0.0097207318      0.0083897975
      1992        61      0.0080356531      0.0104818968      0.0093022397
      1992        62      0.0079223466      0.0112680609      0.0097733277
      1992        63      0.0092280133      0.0127257522      0.0107675856
      1992        64      0.0094808293      0.0143045507      0.0119369456
      1992        65      0.0112784496      0.0153550497      0.0128672883
      1992        66      0.0130089053      0.0166558065      0.0143798387
      1992        67      0.0135504425      0.0183555859      0.0157134515
      1992        68      0.0149057941      0.0198208697      0.0167133724
      1992        69      0.0167386955      0.0218724218      0.0191699473
      1992        70      0.0160122171      0.0241152504      0.0192616288
      1992        71      0.0189540416      0.0260006020      0.0222781182
      1992        72      0.0205474115      0.0287625683      0.0250177495
      1992        73      0.0230790096      0.0318163496      0.0270527470
      1992        74      0.0250097223      0.0348953248      0.0295979894
      1992        75      0.0278437167      0.0412576934      0.0343883786
      1992        76      0.0308808190      0.0423933706      0.0356634570
      1992        77      0.0337913319      0.0447917762      0.0395106980
      1992        78      0.0396762140      0.0489057166      0.0437754198
      1992        79      0.0413182147      0.0548581386      0.0483300904
      1992        80      0.0439217518      0.0625963395      0.0528810299
      1992        81      0.0500214729      0.0640553442      0.0542849429
      1992        82      0.0557051340      0.0719385535      0.0619478936
      1992        83      0.0599559470      0.0783518911      0.0677342428
      1992        84      0.0625097377      0.0889924029      0.0790554752
      1992        85      0.0676291260      0.0913858643      0.0802100729
      1992        86      0.0773341123      0.1064752303      0.0876436301
      1992        87      0.0860449024      0.1143343359      0.0958951121
      1992        88      0.0944117649      0.1317750621      0.1148191950
      1992        89      0.1059208852      0.1393869012      0.1237302799
      1992        90      0.1149502186      0.1531720960      0.1284339613
      1992        91      0.1244941205      0.1613982472      0.1393008315
      1992        92      0.1338399054      0.1790514273      0.1615684838
      1992        93      0.1502426279      0.2100095140      0.1705920332
      1992        94      0.1664309583      0.2175851615      0.1926710811
      1992        95      0.1743190475      0.2510297243      0.2221067946
      1992        96      0.1925782356      0.2554217858      0.2341843977
      1992        97      0.2218512562      0.2872638355      0.2675347737
      1992        98      0.2468583765      0.3244617962      0.2682455481
      1992        99      0.2577372934      0.3419171590      0.2998799747
      1992       100      0.2829885016      0.3832100456      0.3212340284
      1992       101      0.3054070156      0.4069157323      0.3844183277
      1992       102      0.3475129874      0.4299163193      0.4118676923
      1992       103      0.3857849556      0.5130465240      0.4312088082
      1992       104      0.4146392217      0.5535959160      0.4887823583
      1992       105      0.4571119594      0.6078315465      0.5372120867
      1992       106      0.4928587498      0.6764905882      0.5639343094
      1992       107      0.5483402348      0.7404613551      0.6596745538
      1992       108      0.5848107953      0.7965622124      0.7306176006
      1992       109      0.6366910573      0.8000000000      0.7887885633
      1992      110+      0.7213131777      0.8000000000      0.8000000000
      1993         0      0.0064386227      0.0092064255      0.0075416616
      1993         1      0.0002820137      0.0003790338      0.0003066833
      1993         2      0.0002677480      0.0003642352      0.0003291306
      1993         3      0.0002736033      0.0003781656      0.0003384825
      1993         4      0.0002834215      0.0003715588      0.0003465664
      1993         5      0.0002864498      0.0003674233      0.0003270444
      1993         6      0.0002772184      0.0004025969      0.0003548013
      1993         7      0.0002930822      0.0004235530      0.0003499975
      1993         8      0.0003066439      0.0004043671      0.0003566214
      1993         9      0.0003166347      0.0004163563      0.0003593477
      1993        10      0.0003276462      0.0004611906      0.0003939761
      1993        11      0.0003479289      0.0004641321      0.0004190883
      1993        12      0.0003804615      0.0005152492      0.0004398226
      1993        13      0.0004211100      0.0006026062      0.0004923630
      1993        14      0.0004847814      0.0006435556      0.0005424035
      1993        15      0.0005704675      0.0007410941      0.0006259381
      1993        16      0.0006544160      0.0008734214      0.0007210973
      1993        17      0.0007729539      0.0010434386      0.0008453501
      1993        18      0.0008522012      0.0012017684      0.0010500120
      1993        19      0.0009870079      0.0013283642      0.0011504133
      1993        20      0.0010220921      0.0013708101      0.0012499627
      1993        21      0.0011371352      0.0014722130      0.0013001326
      1993        22      0.0010630935      0.0014707611      0.0012352813
      1993        23      0.0010272000      0.0013656144      0.0012527376
      1993        24      0.0009947219      0.0013274756      0.0011203489
      1993        25      0.0009168305      0.0012120001      0.0010158022
      1993        26      0.0008688162      0.0011181313      0.0009860497
      1993        27      0.0007747640      0.0010461306      0.0008605163
      1993        28      0.0007418829      0.0009352989      0.0008799761
      1993        29      0.0006766762      0.0009322029      0.0008657901
      1993        30      0.0006839817      0.0010035758      0.0008067968
      1993        31      0.0007160294      0.0009594925      0.0008275470
      1993        32      0.0007350508      0.0009750271      0.0008303114
      1993        33      0.0007823693      0.0010618473      0.0009474374
      1993        34      0.0008314286      0.0011959034      0.0009528821
      1993        35      0.0008967763      0.0011976557      0.0010219437
      1993        36      0.0009734050      0.0012857997      0.0011320629
      1993        37      0.0010091466      0.0013916382      0.0011743881
      1993        38      0.0010832053      0.0015642423      0.0013060969
      1993        39      0.0011750487      0.0016664702      0.0013779201
      1993        40      0.0013002494      0.0016946664      0.0014708660
      1993        41      0.0014786348      0.0019742335      0.0015629050
      1993        42      0.0014047244      0.0019700865      0.0016669365
      1993        43      0.0016192860      0.0021273861      0.0018472182
      1993        44      0.0017366255      0.0024932551      0.0020445881
      1993        45      0.0019255459      0.0026312898      0.0023700429
      1993        46      0.0020265596      0.0028005415      0.0023427177
      1993        47      0.0022073488      0.0029131543      0.0026945519
      1993        48      0.0023718317      0.0032988478      0.0026333326
      1993        49      0.0027466755      0.0037156162      0.0031069445
      1993        50      0.0028655598      0.0037574316      0.0034497519
      1993        51      0.0031394978      0.0042829587      0.0038583639
      1993        52      0.0034427045      0.0044161101      0.0040582841
      1993        53      0.0035756126      0.0049759363      0.0044460970
      1993        54      0.0040048900      0.0055721625      0.0049611468
      1993        55      0.0044586924      0.0060706872      0.0052807116
      1993        56      0.0047624792      0.0067728681      0.0054938099
      1993        57      0.0051598282      0.0073051323      0.0063996541
      1993        58      0.0058311327      0.0079774363      0.0070522448
      1993        59      0.0061064947      0.0089865642      0.0074491435
      1993        60      0.0069916014      0.0091028521      0.0080225211
      1993        61      0.0079740759      0.0107190352      0.0088236481
      1993        62      0.0088756258      0.0119366797      0.0093955040
      1993        63      0.0093143416      0.0114951881      0.0113546660
      1993        64      0.0097930482      0.0129671095      0.0122928048
      1993        65      0.0111951561      0.0155054756      0.0126690459
      1993        66      0.0114546498      0.0164078598      0.0143596293
      1993        67      0.0129952451      0.0175044931      0.0150869693
      1993        68      0.0148333649      0.0194285499      0.0169666424
      1993        69      0.0158983196      0.0202743347      0.0187748794
      1993        70      0.0171767884      0.0236845042      0.0199980243
      1993        71      0.0181817279      0.0260966310      0.0221749472
      1993        72      0.0204366167      0.0285627705      0.0241839470
      1993        73      0.0238779386      0.0297106242      0.0257097631
      1993        74      0.0240302344      0.0327316623      0.0276588351
      1993        75      0.0282746716      0.0378315823      0.0329492651
      1993        76      0.0303006208      0.0417110833      0.0367602590
      1993        77      0.0315736933      0.0448532971      0.0383258759
      1993        78      0.0356567202      0.0486488241      0.0426670086
      1993        79      0.0420707730      0.0549749497      0.0492193580
      1993        80      0.0464477890      0.0575582172      0.0493679898
      1993        81      0.0500398885      0.0662149853      0.0558348840
      1993        82      0.0543494980      0.0723763864      0.0622862694
      1993        83      0.0559158264      0.0796279199      0.0656936370
      1993        84      0.0636553884      0.0841627400      0.0763136263
      1993        85      0.0735580402      0.0957521943      0.0815652700
      1993        86      0.0769208869      0.1013100768      0.0875229860
      1993        87      0.0883508305      0.1159951323      0.1062232870
      1993        88      0.0933214982      0.1284063776      0.1119016800
      1993        89      0.1021405250      0.1389986827      0.1241873381
      1993        90      0.1122416936      0.1454448413      0.1341202899
      1993        91      0.1257315068      0.1627553273      0.1456940688
      1993        92      0.1301483826      0.1896622516      0.1608403528
      1993        93      0.1507357333      0.2036390605      0.1732725584
      1993        94      0.1626935829      0.2295870228      0.1934833837
      1993        95      0.1717596437      0.2497737922      0.1982344825
      1993        96      0.1839468401      0.2717530956      0.2199721466
      1993        97      0.2115041694      0.2844258541      0.2506456198
      1993        98      0.2392204887      0.3242726234      0.2703575420
      1993        99      0.2548295926      0.3773365467      0.2849227724
      1993       100      0.2819433504      0.3813166316      0.3285329950
      1993       101      0.2996622044      0.4116738720      0.3589756091
      1993       102      0.3275373768      0.4527579559      0.4186645224
      1993       103      0.3699596221      0.5109812024      0.4256411333
      1993       104      0.4316890498      0.5601476462      0.5014965704
      1993       105      0.4724450442      0.6037260117      0.5068579092
      1993       106      0.4761871710      0.6900086490      0.5829907327
      1993       107      0.5387941766      0.7540583738      0.6316582800
      1993       108      0.5720311418      0.8000000000      0.6819830003
      1993       109      0.6654780193      0.8000000000      0.7218566176
      1993      110+      0.7224426845      0.8000000000      0.8000000000
      1994         0      0.0065842361      0.0087921252      0.0072375358
      1994         1      0.0002730996      0.0003609329      0.0003206278
      1994         2      0.0002844701      0.0003516620      0.0003168022
      1994         3      0.0002967830      0.0003716069      0.0003278632
      1994         4      0.0002716189      0.0003713914      0.0003142198
      1994         5      0.0002886528      0.0003941691      0.0003389642
      1994         6      0.0002892121      0.0003904657      0.0003360312
      1994         7      0.0002983284      0.0003964430      0.0003525168
      1994         8      0.0002994439      0.0004179238      0.0003567590
      1994         9      0.0002986576      0.0004072856      0.0003588797
      1994        10      0.0003141224      0.0004185480      0.0003930676
      1994        11      0.0003475296      0.0004718410      0.0004202811
      1994        12      0.0003628931      0.0004588011      0.0004411581
      1994        13      0.0003921412      0.0005492242      0.0004905154
      1994        14      0.0004632228      0.0006613366      0.0005397338
      1994        15      0.0005717158      0.0006982114      0.0006715514
      1994        16      0.0006676642      0.0008315986      0.0007665703
      1994        17      0.0007832168      0.0010287250      0.0009030616
      1994        18      0.0008838906      0.0011210775      0.0010628847
      1994        19      0.0009813724      0.0013118125      0.0011198402
      1994        20      0.0010644988      0.0013188501      0.0011881205
      1994        21      0.0010751927      0.0013889657      0.0012920507
      1994        22      0.0010683293      0.0014133423      0.0012701106
      1994        23      0.0009591474      0.0013213437      0.0011832360
      1994        24      0.0009404463      0.0012452913      0.0010908585
      1994        25      0.0008730134      0.0012753161      0.0010223607
      1994        26      0.0008350987      0.0010959691      0.0009972786
      1994        27      0.0007538358      0.0010144846      0.0008918615
      1994        28      0.0007071091      0.0009720395      0.0008820090
      1994        29      0.0007068920      0.0009444515      0.0008299704
      1994        30      0.0007099972      0.0009461157      0.0007753154
      1994        31      0.0007106019      0.0009374348      0.0008412826
      1994        32      0.0007231294      0.0010393582      0.0008930410
      1994        33      0.0007900338      0.0010162836      0.0008529814
      1994        34      0.0008422206      0.0011501076      0.0009773513
      1994        35      0.0009014440      0.0011910418      0.0010751507
      1994        36      0.0009549918      0.0012569739      0.0011003093
      1994        37      0.0009906813      0.0013259203      0.0011391143
      1994        38      0.0011015756      0.0014493119      0.0012522759
      1994        39      0.0011765576      0.0016145533      0.0013968308
      1994        40      0.0012845968      0.0016790791      0.0015340183
      1994        41      0.0013147096      0.0019969966      0.0016479752
      1994        42      0.0014839214      0.0019381754      0.0016722848
      1994        43      0.0015996568      0.0022533947      0.0018325207
      1994        44      0.0016518540      0.0022253810      0.0021689279
      1994        45      0.0018990837      0.0026970235      0.0021981108
      1994        46      0.0019775132      0.0027411781      0.0024145148
      1994        47      0.0022641815      0.0029596283      0.0025960940
      1994        48      0.0023339689      0.0031557555      0.0029215618
      1994        49      0.0026230483      0.0036169990      0.0032204300
      1994        50      0.0027257679      0.0037949601      0.0032154398
      1994        51      0.0030601043      0.0041012870      0.0035645296
      1994        52      0.0035496760      0.0046868365      0.0042214750
      1994        53      0.0038103037      0.0050986748      0.0043954341
      1994        54      0.0038317271      0.0055049174      0.0044357341
      1994        55      0.0043424565      0.0057565155      0.0051754012
      1994        56      0.0046984538      0.0065542547      0.0055029801
      1994        57      0.0054451529      0.0069972434      0.0060361545
      1994        58      0.0058001286      0.0072629907      0.0065288513
      1994        59      0.0063235922      0.0087561947      0.0071779645
      1994        60      0.0069112340      0.0094266630      0.0083971671
      1994        61      0.0073522890      0.0099780506      0.0084868096
      1994        62      0.0079644152      0.0110323482      0.0098416843
      1994        63      0.0092199296      0.0120469797      0.0106458920
      1994        64      0.0095800880      0.0136497879      0.0121446963
      1994        65      0.0103727874      0.0146337135      0.0119318240
      1994        66      0.0116507131      0.0161388125      0.0132460996
      1994        67      0.0131929701      0.0183831146      0.0150404577
      1994        68      0.0142546696      0.0188439673      0.0175611171
      1994        69      0.0158157638      0.0217898954      0.0177674031
