  Human Mortality Database
  SPAIN death counts (synthetic mock data for CI testing)
      Year       Age            Female              Male             Total
      1990        84    660.8266635039    844.9908593351   1410.0323687090
      1990        85    749.8630260457    909.4874566358   1562.6654156525
      1990        86    687.7844316727    990.0382367013   1597.7360681539
      1990        87    722.0602523703   1014.5141756854   1542.0241693368
      1990        88    785.5382539038   1054.1097275096   1753.3965895409
      1990        89    826.9556076738   1029.3989725643   1906.9466809057
      1990        90    873.3540158281   1157.1190429371   1924.9406541042
      1990        91    925.4435582541   1163.4605228351   1987.7959348043
      1990        92    971.9195291442   1226.4643055692   2174.4175429507
      1990        93    946.5598701840   1290.4545573880   2334.0793467168
      1990        94    995.1219482479   1342.8377257896   2518.5959376358
      1990        95   1012.6917470648   1362.6087559972   2371.5643979792
      1990        96   1080.5728318448   1566.6792874381   2398.2703390742
      1990        97   1184.6347688227   1578.4242821734   2713.8918073978
      1990        98   1321.5675922101   1646.4737792142   2840.2148104267
      1990        99   1198.0844172813   1617.4540954745   2933.8318313489
      1990       100   1378.4793057886   1725.4037766136   3050.9977024747
      1990       101   1368.8520743579   1913.8197742332   3245.0449490933
      1990       102   1396.9924980651   1857.9398210406   3356.0340460927
      1990       103   1529.4901320433   2034.1600925650   3651.3838419334
      1990       104   1666.1613697475   2072.5675212538   3630.3043213533
      1990       105   1796.9260903466   2310.5957581593   3693.8733274401
      1990       106   1745.0234116045   2175.7889334657   3938.9790720442
      1990       107   1933.1611939516   2464.0298841645   4121.0484093544
      1990       108   1839.9200927257   2360.5852128759   4286.6960526905
      1990       109   1913.0757567911   2285.7122029364   4484.8396011840
      1990      110+   2014.6554748503   2189.8582114604   4224.5329134509
      1991         0    205.1760545526    245.1739994693    462.1901495172
      1991         1      9.1076312194     11.7643909948     21.6820124064
      1991         2      9.2278815363     11.2816410999     23.2475039458
      1991         3      9.4191587490     12.7964281674     21.8801446396
      1991         4      9.8151821260     12.8842095382     22.0467774367
      1991         5     10.0859701871     13.5598599544     22.5237757424
      1991         6     10.4134625644     12.6020483506     23.1414758636
      1991         7      9.9329026787     12.1688728062     22.1392655312
      1991         8      9.8611294811     13.8016160286     23.7047861574
      1991         9     10.7893558004     13.5953250838     24.6843634763
      1991        10     10.4679777396     13.6219880307     23.3244313050
      1991        11     10.7000357516     14.7979927918     23.5654439247
      1991        12     11.2778279370     14.4538096816     25.6199783892
      1991        13     11.4760402849     15.8122081084     27.9264814688
      1991        14     12.5968295788     16.6258531780     27.6465934325
      1991        15     14.6889299520     18.0696143163     32.9122024114
      1991        16     14.5788962375     20.4371218210     34.6764923806
      1991        17     18.8236420325     24.1711878988     42.1554400728
      1991        18     20.8017361229     26.3978280645     50.1030444801
      1991        19     24.5457179023     31.1131591194     55.6792340335
      1991        20     26.5292914640     35.0617338771     61.1622456813
      1991        21     29.2629645657     39.8957587613     67.3692291525
      1991        22     30.4555268601     40.3866480743     73.3718529505
      1991        23     31.7521816565     40.2861010765     67.3511517018
      1991        24     30.1383746429     37.6528869387     70.0647899003
      1991        25     28.0187062450     36.5542937571     64.3068679793
      1991        26     25.9118352379     32.3011145645     55.1319377381
      1991        27     23.9330512595     31.7114703266     57.1908630154
      1991        28     22.7197454762     30.8093456726     50.2214174646
      1991        29     22.5387730764     28.6254419213     49.0924358551
      1991        30     23.2253341038     29.8146196765     48.3598547812
      1991        31     24.0733578142     30.1631863036     53.8187522817
      1991        32     25.4684419328     33.2223002344     56.9204902636
      1991        33     25.4496277748     34.1111215863     62.7741261757
      1991        34     27.5300790813     34.7847594778     65.9406109736
      1991        35     29.5635134828     38.8639065843     70.1654414069
      1991        36     33.7861523549     41.4188679225     70.0061990230
      1991        37     33.1304920122     41.4935408197     79.9375202360
      1991        38     36.6155355171     47.5203400825     78.5587638485
      1991        39     39.0966606673     49.9433987152     92.6387686221
      1991        40     40.6250790382     53.8407932111     96.4044392780
      1991        41     44.4122533077     59.7186531917    105.3546810004
      1991        42     48.2479409199     62.0891427632    116.8911808666
      1991        43     51.5435979192     72.1828862848    121.7772654963
      1991        44     54.1295223572     77.1966914607    128.2934397537
      1991        45     59.8030799868     78.1274474503    144.1338337804
      1991        46     68.1534014943     93.3048383323    156.5466202934
      1991        47     76.5450858577     95.7762509875    166.2116379768
      1991        48     78.2426855607    102.9783103031    174.1355242249
      1991        49     88.4569669808    111.2685251800    201.3466952048
      1991        50     92.6274397065    119.9857904327    204.6190023483
      1991        51    104.5316517225    128.8746478504    235.4076996446
      1991        52    115.7499964219    148.2398573705    244.5422447245
      1991        53    118.8938310997    149.1891654323    267.6607845425
      1991        54    140.8969866994    168.5287842222    279.4858035331
      1991        55    140.0948516952    183.3265224339    331.4914228762
      1991        56    154.8700864827    208.5781414671    341.6487605000
      1991        57    168.1077126469    221.9183765415    383.6597281641
      1991        58    189.9005750370    250.1898608260    442.5439223488
      1991        59    208.4776818182    272.4489115525    464.2851130502
      1991        60    216.1744045528    275.9997365494    540.5837613026
      1991        61    228.8761959063    271.0421192335    514.8015654926
      1991        62    227.0219329144    309.4794339616    510.6655129115
      1991        63    237.0817080913    311.9936050351    581.2725796372
      1991        64    266.4362994439    349.6837007083    665.2240544222
      1991        65    290.4647577873    381.0810973758    626.1006086326
      1991        66    292.8290288024    371.2849428261    662.9589507712
      1991        67    291.8309528760    382.5813043787    715.7293531225
      1991        68    327.1006608009    400.2428673723    731.9341640516
      1991        69    326.1336913983    417.3098330389    702.5117628812
      1991        70    354.9327050191    435.4344118620    791.2528199747
      1991        71    368.9076088856    470.9156409606    805.0109761541
      1991        72    369.1331953320    515.3953781889    919.2121548898
      1991        73    386.5282902432    518.7111528796    975.8156844772
      1991        74    423.1668135210    543.6293708757    965.3028062767
      1991        75    422.1179637500    543.2203086032    990.7511279002
      1991        76    467.1984327941    554.5469485472   1045.4500271955
      1991        77    463.1656123625    556.8958904825   1015.7048634458
      1991        78    464.9763840863    618.5347724616   1180.2007075266
      1991        79    515.4223772152    650.4937657089   1139.4092599608
      1991        80    531.2000336083    755.0063500483   1234.0995370965
      1991        81    576.5469221430    730.6058593033   1340.8320754443
      1991        82    602.7905774261    754.3783281525   1416.8575771474
      1991        83    635.9954244435    753.9972168201   1410.7275405447
      1991        84    632.5531411291    793.2791213184   1491.8701111162
      1991        85    679.7230698117    899.9104192371   1567.3472394475
      1991        86    679.3459664893    896.9858687634   1581.6880385812
      1991        87    719.9366790086    952.1554169131   1695.5695922316
      1991        88    711.1284886354    999.3354076281   1781.2747090287
      1991        89    756.3172224133   1011.5863122700   1753.6812701484
      1991        90    795.2135736463   1111.3370936137   1963.9238287620
      1991        91    892.8957976654   1230.0506262447   1953.0762921141
      1991        92    924.4633477321   1223.2346081804   2000.7510478740
      1991        93    985.4425590850   1260.2905662945   2178.1598973434
      1991        94    957.4267764646   1352.2712100499   2295.0907054220
      1991        95   1101.0248730030   1350.8132923140   2240.6435423611
      1991        96   1064.2079782189   1337.3750743953   2459.6570174649
      1991        97   1196.9184002935   1546.4359716229   2656.1059440459
      1991        98   1231.5183135256   1576.6327475773   2762.3017379423
      1991        99   1288.1745607670   1618.3902492487   2939.0065779070
      1991       100   1304.9489350527   1768.5455231507   3150.1307400272
      1991       101   1382.1598667999   1832.4580800459   3182.1913188930
      1991       102   1387.8727324500   1868.7923597970   3249.1455478763
      1991       103   1542.8358790793   2023.2592841700   3455.0201340548
      1991       104   1599.2008483920   2047.4060272770   3519.1925905025
      1991       105   1694.1394357881   2123.2294782619   3749.5210752054
      1991       106   1723.6710964760   2156.3118911974   4055.6042412449
      1991       107   1830.4913895719   2292.4029536080   3981.4877728275
      1991       108   1854.3174827641   2411.1247393522   4396.1992350359
      1991       109   1896.7406432357   2237.3344765828   4440.1820289139
      1991      110+   2062.5632790428   2231.9159338436   4228.5299374260
      1992         0    180.2032511605    250.2127037694    426.8664790945
      1992         1      9.4777048385     11.1259486095     22.0860204488
      1992         2      9.6065342254     11.5089799102     21.9417021606
      1992         3      9.7212144456     11.8366925298     20.3019271684
      1992         4      9.9060881137     12.1710151096     22.0413337107
      1992         5      9.5819451821     12.5187026639     21.8665943720
      1992         6      9.5671945325     11.5947870384     22.8996194199
      1992         7      9.8759896495     13.1788761623     23.7268189096
      1992         8      9.9908117320     13.5765871474     22.6105687353
      1992         9     10.1547706056     12.7246884706     22.9329930228
      1992        10     10.1352398679     13.4353748263     23.7514174866
      1992        11     10.5292629764     14.0270333064     25.0496841410
      1992        12     11.5455740717     13.3632000497     24.6569557453
      1992        13     11.1139825607     14.3301588845     26.7938727113
      1992        14     12.3817289157     15.8294849605     28.5343229926
      1992        15     12.8445664650     17.4316728637     31.0533454629
      1992        16     15.3765173128     19.9372343503     35.5968367139
      1992        17     18.2253767999     23.2245835058     43.5468015467
      1992        18     22.0229075622     26.6927197632     50.4403150973
      1992        19     23.4986809768     29.1824571150     54.8760878795
      1992        20     26.8922906685     34.8600487619     59.6405196764
      1992        21     30.0637873674     38.0741476249     68.5352349295
      1992        22     29.6275550168     37.2391833248     72.7009993093
      1992        23     28.6780787085     37.5271769793     70.2291421068
      1992        24     26.7842593870     39.5648213346     66.6138817693
      1992        25     27.0080047078     34.3362230409     59.1852605265
      1992        26     26.0252685841     31.7643666211     54.7632381758
      1992        27     23.3688078239     29.8518620733     53.6113271983
      1992        28     21.7364285997     28.8160830108     52.2730528191
      1992        29     21.7689488314     29.0493202733     50.3014522321
      1992        30     23.0770163166     28.0026975330     49.5924011347
      1992        31     22.1963057509     29.9773678078     52.2805786587
      1992        32     22.8637151419     31.5345528188     56.8985277419
      1992        33     25.6668389545     32.1700868118     59.9813258979
      1992        34     26.1151558410     34.1472577558     60.0928060770
      1992        35     27.7014226884     35.8735256701     65.7730410947
      1992        36     31.1765832745     42.7436277603     69.9648432918
      1992        37     33.5423915679     42.6956274603     77.1380395220
      1992        38     34.3494135047     43.6744031993     80.9704606872
      1992        39     36.6962241498     51.7832829756     93.3776084326
      1992        40     40.0292655569     57.4592166270    101.1752935127
      1992        41     43.7205388918     58.3220788479    103.8983670833
      1992        42     49.5728592823     62.6884929178    102.7635538245
      1992        43     49.7795075632     64.7694310922    122.2811758088
      1992        44     55.3395275551     71.7551424348    128.9734911566
      1992        45     59.3338785389     81.0415066149    136.5692060923
      1992        46     63.2992921888     85.0301401468    153.2041664999
      1992        47     73.7223918793     95.0828024613    165.6502326559
      1992        48     81.2171519122    100.2363783159    182.3881331503
      1992        49     81.9253555436    110.8823057542    189.7404878799
      1992        50     92.1308437389    114.1960951912    207.7519301985
      1992        51     99.2762117557    129.5329377414    215.5823240245
      1992        52    112.7654372187    143.3671137311    252.3483786468
      1992        53    125.2761110190    158.4052926743    253.1685911975
      1992        54    125.2416579190    164.8962536606    293.8202803245
      1992        55    130.8820937572    177.9975335896    318.8266186242
      1992        56    163.5045490430    201.3315101592    348.2576873188
      1992        57    158.3759512861    211.8504688218    393.5743175534
      1992        58    187.5560433040    228.3836985442    405.9126204188
      1992        59    212.6032777428    241.9295047066    479.6456807530
      1992        60    218.1769050408    281.7163787776    502.4925403783
      1992        61    228.8583596762    299.5033588557    541.3187778271
      1992        62    241.9162230499    299.1686579174    542.0760946600
      1992        63    228.5666436936    343.7575141789    566.1876151093
      1992        64    277.8591741056    345.9475759253    620.7412663062
      1992        65    271.8966483360    371.0555680199    603.7726444297
      1992        66    264.6520667586    376.2727905640    612.4890090946
      1992        67    285.2317751463    367.1968286440    685.9653753960
      1992        68    322.5001159407    365.0627078312    680.1473123598
      1992        69    314.7465059436    428.4250007318    722.7299321201
      1992        70    315.0052595679    447.8379077909    766.8226585072
      1992        71    336.8351137247    428.7951444636    786.1802549132
      1992        72    351.4019931613    475.7702336617    809.4804133832
      1992        73    372.8255901722    497.0629326305    862.1773439545
      1992        74    413.3518697777    526.3702510769   1013.4433171962
      1992        75    467.1454247250    522.4905217736    995.0077011516
      1992        76    468.4212003800    526.8343587247   1005.1497335373
      1992        77    462.2064817844    564.4894531830   1054.0539100053
      1992        78    492.2140911381    620.7046933457   1082.0433306898
      1992        79    480.3589651886    640.9595458425   1147.8387038288
      1992        80    500.4170542160    629.4660171179   1304.6636616339
      1992        81    548.2390878272    679.5909036117   1257.0239751452
      1992        82    547.8560113964    730.1336600522   1279.6188215387
      1992        83    592.9432417555    804.8328738267   1442.1252997831
      1992        84    643.5321034142    809.0208913716   1409.8374292189
      1992        85    666.4425284215    796.1821377693   1470.6784686818
      1992        86    690.2170774913    903.6639237924   1694.5510793683
      1992        87    731.6706870061    908.0866308029   1646.6204486808
      1992        88    755.3262397878   1049.9043358446   1720.7847931105
      1992        89    855.1604352330   1006.7007063271   1723.8236588391
      1992        90    805.0828785289   1035.0846797465   1883.7140383480
      1992        91    853.5110125177   1130.6211362858   2064.6847349956
      1992        92    938.4023776362   1223.4149742278   2078.3667956059
      1992        93    989.8227955576   1164.6792063500   2244.1645487160
      1992        94    942.2764596202   1270.3510124879   2132.1224356156
      1992        95   1032.8790072994   1293.6039540765   2421.3578966229
      1992        96   1123.6650587299   1410.2663457755   2371.3120707872
      1992        97   1136.1756006665   1380.1901993397   2526.0220345005
      1992        98   1152.1042423533   1659.2685572602   2636.5401516305
      1992        99   1231.2527121220   1545.8880229619   2810.1162753446
      1992       100   1293.5736326471   1631.3996872350   3130.8507026810
      1992       101   1303.0486578818   1836.9969080590   3140.6188201474
      1992       102   1420.6930577880   1881.6742242991   3112.4475591628
      1992       103   1446.3802097593   1946.1945878919   3458.1735350573
      1992       104   1522.7695325226   1949.1601501961   3595.4330230239
      1992       105   1614.2220595954   2042.4126941079   3726.7546427544
      1992       106   1622.5197844873   2251.4477921453   3768.8712008548
      1992       107   1873.9723827016   2262.6680769715   4065.5863052655
      1992       108   1820.0441860698   2494.3767889919   4123.5499076746
      1992       109   1934.9707866593   2265.4382056882   4605.1360187391
      1992      110+   2118.4500695771   2236.9743085808   4474.3115212009
      1993         0    191.9689746082    240.6147130005    418.3008431535
      1993         1      8.6149214535     11.4292179046     20.3663933980
      1993         2      8.9350471413     11.5547311313     20.9603227709
      1993         3      9.0181212712     11.2616790651     22.4389605539
      1993         4      9.5275962461     12.3871662135     20.9659951041
      1993         5      9.1254707981     11.9631799973     22.4591851194
      1993         6      9.1816297685     11.6838464728     21.7331648887
      1993         7      9.8324984708     11.9808209342     20.9970147871
      1993         8      9.8494649127     12.7460339552     21.8922133345
      1993         9      9.7495146147     12.6381227177     21.1677759158
      1993        10      9.6157674069     12.3560894708     23.3695482577
      1993        11     10.3332817836     13.5292592780     24.6981654715
      1993        12     10.8317312415     13.7852525865     25.4504973050
      1993        13     11.1556435910     15.3477319316     26.7658723780
      1993        14     12.4373643377     15.7465969412     29.1828597471
      1993        15     13.6744407791     17.9400704131     29.4545651406
      1993        16     14.0462692385     20.0682540329     33.5788525086
      1993        17     17.1815556974     21.7244498780     40.3685428832
      1993        18     20.1844156557     26.2065369504     46.0643343259
      1993        19     22.6430337743     31.3010575117     54.5971774706
      1993        20     25.1554342709     34.0650102558     59.1279360058
      1993        21     29.0158793814     37.2238429928     65.3909349313
      1993        22     30.3390453583     37.6483100738     69.7202941064
      1993        23     31.6746810709     37.3216911718     67.0490622110
      1993        24     27.1115322410     36.2192030671     64.1312938355
      1993        25     25.7405548449     35.1321466618     61.8442762678
      1993        26     25.4368213146     32.1168352765     53.7450280198
      1993        27     22.6737570215     31.7989669066     51.9274749342
      1993        28     22.8955067802     29.6794706362     53.1439523967
      1993        29     21.9304859487     27.4006885292     51.1192371713
      1993        30     20.6656240762     28.1081552890     52.5100711316
      1993        31     23.5251285232     28.3165333993     51.3912402824
      1993        32     23.6179180992     29.9690304598     58.2222337403
      1993        33     24.5183805400     32.4640248478     60.8872048557
      1993        34     26.4667694543     32.9884634382     59.9190452062
      1993        35     27.1128291581     35.7396291321     64.6408350002
      1993        36     29.9956464817     38.6769125060     70.8536503054
      1993        37     32.8408500256     41.9908164867     75.0607425433
      1993        38     32.5619929346     41.2829547924     76.5244279597
      1993        39     35.5322107583     51.0697101419     84.0380337460
      1993        40     40.0697796318     54.5632087662     88.1171847215
      1993        41     42.7262067278     57.2289737421     96.5730559417
      1993        42     44.2739044459     58.2028937810    110.7616772828
      1993        43     49.6238097884     65.6847931708    119.6247355472
      1993        44     54.1033964715     68.7148070446    116.0901220729
      1993        45     61.5411845836     73.5355979553    131.3299498685
      1993        46     64.4524426578     83.8600126476    144.7558443564
      1993        47     67.0152341473     88.0445952448    155.2124050495
      1993        48     79.3628228958     96.9448859287    171.8977801625
      1993        49     88.8412425812    106.8573223609    175.9024905394
      1993        50     91.9286736581    118.8025915146    214.4697574888
      1993        51     96.4568172889    127.1346952669    216.9564275233
      1993        52    105.7264830455    137.0815328556    248.1256201961
      1993        53    122.1692495923    158.1979005907    268.3387614985
      1993        54    130.7233855145    160.3370338643    309.8273098084
      1993        55    145.1915090990    180.4863167490    311.6226749127
      1993        56    150.2411474671    210.2704967489    338.3821454215
      1993        57    168.4453338871    219.4148219439    385.9165311851
      1993        58    171.8916963695    224.6901808952    420.0356576461
      1993        59    192.5544578195    267.5028140590    432.2431720616
      1993        60    206.1403066247    276.3021526074    476.2342635608
      1993        61    225.9007401535    288.4690229331    518.3490964146
      1993        62    231.4204560108    270.3018489953    539.6085512343
      1993        63    242.6977255908    303.6876436894    546.6184192887
      1993        64    259.2171901861    331.8491586253    576.4549735020
      1993        65    275.6714828948    345.4111842721    629.1679296779
      1993        66    278.2777263989    349.1315607056    638.1594505141
      1993        67    298.2348294932    365.7702984361    629.7020048402
      1993        68    292.4533525116    405.8772348036    690.1669757578
      1993        69    314.6570552457    387.3676069480    692.2871492545
      1993        70    328.3841528942    430.9691925165    802.9558476482
      1993        71    333.2353575478    457.9655073677    817.5280339904
      1993        72    381.7410237764    469.1763556000    827.4006229267
      1993        73    377.2062877038    498.8026776176    826.6261952951
      1993        74    388.9688667953    525.6442471431    894.7298705881
      1993        75    409.0875445925    573.0012853497    893.9874257692
      1993        76    411.2905630172    549.0177847503    983.7207541467
      1993        77    439.1538046987    585.2154645240   1038.1060418492
      1993        78    431.1140583317    591.5541601044   1021.8732247582
      1993        79    493.6329621886    639.5904098956   1110.7626959204
      1993        80    582.2477880617    680.3600623070   1234.3616106102
      1993        81    502.9077814221    712.5276734189   1231.0917318987
      1993        82    534.2411991480    729.1501237622   1243.3133622920
      1993        83    615.9964413912    734.6253699612   1366.4799114613
      1993        84    596.2044581590    761.3627398085   1478.8038515134
      1993        85    680.6642986538    792.3227567258   1375.6223163184
      1993        86    668.6222416302    853.9915082935   1574.0328157801
      1993        87    700.2077680202    909.8911602749   1592.1880380088
      1993        88    712.5098995884    927.4544701274   1711.3436191560
      1993        89    737.6711902998   1015.1156808299   1723.2743209875
      1993        90    820.8669644184   1040.6331262847   1975.1317504989
      1993        91    791.7871236518    967.6627841517   1995.5061602413
      1993        92    875.7191280411   1165.8930497264   1990.3482807117
      1993        93    923.6672969417   1157.9601231562   2103.6920008090
      1993        94    891.1253035874   1252.8027751688   2171.2312918469
      1993        95    989.2966483433   1266.5746161143   2443.9743894361
      1993        96   1063.4354120592   1391.0961855778   2394.0746812256
      1993        97   1132.7817973360   1458.8583983486   2476.1323309739
      1993        98   1209.7005238649   1439.9009848586   2615.1209693368
      1993        99   1224.9459164024   1584.5460924117   2755.4852026003
      1993       100   1220.3944245906   1617.9983380391   2898.6195379377
      1993       101   1317.6896789019   1816.4362880551   3132.3038437188
      1993       102   1322.7993523709   1728.8054073771   3296.5247697114
      1993       103   1464.5713604521   1860.5646163002   3323.2556362741
      1993       104   1548.1077491937   1905.3893497014   3318.5643979457
      1993       105   1581.6954704006   1952.2606455283   3571.7514006192
      1993       106   1657.1777151915   2244.2616752285   3760.7965699002
      1993       107   1657.3486472160   2194.3614569474   3770.5355933765
      1993       108   1858.2135933897   2360.4763598077   4410.0873302703
      1993       109   1836.9020829380   2225.2154134404   4392.7940664878
      1993      110+   1954.7358110970   2140.5524218492   4424.6646929393
      1994         0    178.2368597021    232.8938510851    408.4820119302
      1994         1      8.5221364542     11.1386369976     20.4145969330
      1994         2      8.1723599091     11.7547955955     21.4189055721
      1994         3      8.5762782965     11.6779653023     20.8099819411
      1994         4      8.5935991172     11.4020476881     20.7032857915
      1994         5      9.3284069768     11.8806862174     21.9096938153
      1994         6      8.6584409196     11.4796427868     21.4157134791
      1994         7      9.3160739197     12.5646981246     20.8653256047
      1994         8      9.7456392904     12.0066856029     23.1661264989
      1994         9      9.7698313296     12.6283134133     22.7247375394
      1994        10     10.9549801900     12.5822165964     23.3836364548
      1994        11      9.8543299654     12.9571973803     21.5381549407
      1994        12     11.0082888152     13.3691314528     25.0380380043
      1994        13     10.4035251010     13.6923929442     25.8921045324
      1994        14     11.1168531751     13.8186649820     26.6593075215
      1994        15     13.2038846375     16.6434453149     29.6066467077
      1994        16     14.9093757244     18.5467887588     33.8662761532
      1994        17     16.1138799286     22.0525989962     42.4755052352
      1994        18     19.4673635709     26.0131509728     45.5931333689
      1994        19     21.8949513101     29.7125045831     53.4290434659
      1994        20     23.8847333402     33.0027484742     57.9064120180
      1994        21     28.5505969874     34.8919036205     66.0835015840
      1994        22     30.1489221278     39.3991939949     66.7811482321
      1994        23     29.2461795095     36.6107175494     65.1004715987
      1994        24     28.0116586146     38.4700526591     64.3013183250
      1994        25     27.1113831529     34.4852441711     54.7921537289
      1994        26     23.2948717244     32.5172308936     54.4830251590
      1994        27     21.2665674478     28.0725703020     52.7880388265
      1994        28     21.4346789065     28.3238760967     46.2723918896
      1994        29     21.6064961995     27.1763316992     46.2225018112
      1994        30     22.2305898275     25.3895287323     50.2222924623
      1994        31     20.6016651220     27.7173449750     52.6040523486
      1994        32     24.2887338634     29.2217501793     49.5786673516
      1994        33     23.7320555695     29.9125946305     54.7889588717
      1994        34     24.5063266272     34.3690421315     57.3575378769
      1994        35     27.7445153042     36.1507402804     64.3779635227
      1994        36     26.8712978551     38.8849042164     66.4301024534
      1994        37     32.6711527397     38.4685534131     75.0852014310
      1994        38     33.4225213219     43.3787878976     80.9930552508
      1994        39     35.0235972364     45.5619199234     85.3702573439
      1994        40     37.1429072501     51.2317775205     89.5708538999
      1994        41     40.5113702330     54.5560031240     98.4711959715
      1994        42     45.1242771615     59.5921167410    104.7990107576
      1994        43     51.0047037059     66.3678147289    111.3323240445
      1994        44     55.5272236456     64.6973051180    120.6395170499
      1994        45     54.0153360523     73.4180698130    135.1966441216
      1994        46     65.5072536219     81.3414187084    144.1955826142
      1994        47     68.9791585202     87.3579857035    151.7860875487
      1994        48     69.1478920029     94.8446892165    164.3695507130
      1994        49     81.6059587480    103.8675268433    195.9079545260
      1994        50     86.7035714721    120.0060277127    204.2331078741
      1994        51     91.6907444708    126.4604127963    215.4411993765
      1994        52    104.2775380232    129.7216619022    226.1278326815
      1994        53    115.6123635050    144.6867515203    250.6198828891
      1994        54    121.5847128662    157.0208138449    286.5356729882
      1994        55    138.1487321568    165.4246160348    290.8308053442
      1994        56    133.9111397198    198.6300210441    328.4192622250
      1994        57    161.9913669165    203.4737188033    391.4539840407
      1994        58    171.5613795873    235.5825889163    411.5310732057
